Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
98606,"$200,000 or more",370,20,340,0,270,1160,460,0,0,0,0,0,0,110,158169,370,161522
98607,"$1 under $25,000",3360,2600,410,310,1100,3550,780,70,0,70,0,0,290,650,38253,3360,39121
98607,"$25,000 under $50,000",2160,1090,670,360,860,4020,1210,60,0,60,0,0,290,550,79504,2160,80920
98607,"$50,000 under $75,000",1640,570,810,230,760,3730,1280,0,0,0,0,0,160,470,102399,1640,104155
98607,"$75,000 under $100,000",1450,280,1050,100,670,3900,1400,20,0,20,0,0,110,400,127178,1450,128948
98607,"$100,000 under $200,000",3260,270,2840,140,1610,10150,4060,0,0,0,0,0,140,720,453357,3260,459707
98607,"$200,000 or more",1610,100,1460,40,1080,5180,2110,0,0,0,0,0,30,340,801389,1610,813040
98610,"$1 under $25,000",480,320,80,80,180,690,190,20,0,20,0,0,80,120,6076,480,6159
98610,"$25,000 under $50,000",310,140,110,60,160,630,200,0,0,0,0,0,50,90,11586,310,11723
98610,"$50,000 under $75,000",180,50,110,40,90,430,140,0,0,0,0,0,30,50,11321,180,11423
98610,"$75,000 under $100,000",150,30,120,0,80,390,130,0,0,0,0,0,30,50,12506,150,12568
98610,"$100,000 under $200,000",120,0,100,0,80,320,100,0,0,0,0,0,0,30,25929,120,26111
98610,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98611,"$1 under $25,000",1340,900,250,180,460,1840,420,40,0,40,0,0,190,380,17286,1340,17486
98611,"$25,000 under $50,000",940,430,370,140,400,1830,530,20,0,20,0,0,120,310,34344,940,34670
98611,"$50,000 under $75,000",750,210,450,80,380,1700,510,20,0,20,0,0,90,260,46441,750,46777
98611,"$75,000 under $100,000",540,80,420,50,250,1360,400,0,0,0,0,0,50,170,46757,540,47103
98611,"$100,000 under $200,000",590,50,530,0,300,1620,500,0,0,0,0,0,40,180,75558,590,76343
98611,"$200,000 or more",70,0,60,0,50,190,70,0,0,0,0,0,0,0,21845,70,22586
98612,"$1 under $25,000",420,270,100,40,200,620,150,0,0,0,0,0,50,160,4947,420,5037
98612,"$25,000 under $50,000",270,110,110,30,130,510,130,0,0,0,0,0,30,120,9687,270,9870
98612,"$50,000 under $75,000",200,50,130,20,110,440,120,0,0,0,0,0,30,90,12263,200,12390
98612,"$75,000 under $100,000",130,30,100,0,90,300,70,0,0,0,0,0,0,70,11554,130,11660
98612,"$100,000 under $200,000",160,20,140,0,110,390,100,0,0,0,0,0,0,90,20943,160,21524
98612,"$200,000 or more",30,0,20,0,20,70,0,0,0,0,0,0,0,0,10597,30,10597
98613,"$1 under $25,000",70,50,30,0,50,100,20,0,0,0,0,0,0,30,810,70,810
98613,"$25,000 under $50,000",30,30,0,0,0,70,20,0,0,0,0,0,0,0,1116,30,1116
98613,"$50,000 under $75,000",50,0,30,0,40,110,30,0,0,0,0,0,0,30,3302,50,3383
98613,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98613,"$100,000 under $200,000",30,0,30,0,0,80,30,0,0,0,0,0,0,0,4932,30,4932
98613,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98616,"$1 under $25,000",40,20,0,0,30,70,30,0,0,0,0,0,0,20,559,40,559
98616,"$25,000 under $50,000",20,20,30,0,0,40,0,0,0,0,0,0,0,0,705,20,705
98616,"$50,000 under $75,000",20,0,0,0,30,40,20,0,0,0,0,0,0,30,1442,20,1442
98616,"$75,000 under $100,000",30,0,30,0,0,70,0,0,0,0,0,0,0,0,4426,30,4426
98616,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98616,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98619,"$1 under $25,000",60,40,30,0,50,90,0,0,0,0,0,0,0,0,890,60,916
98619,"$25,000 under $50,000",40,30,0,0,0,80,60,0,0,0,0,0,0,50,1482,40,1482
98619,"$50,000 under $75,000",40,0,30,0,30,90,0,0,0,0,0,0,0,0,2488,40,2552
98619,"$75,000 under $100,000",40,0,40,0,30,110,30,0,0,0,0,0,0,20,4542,40,4542
98619,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98619,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98620,"$1 under $25,000",1160,680,290,170,450,1820,490,90,0,90,0,0,130,400,14084,1160,14357
98620,"$25,000 under $50,000",730,280,330,100,320,1540,480,50,0,50,0,0,100,290,26560,730,26880
98620,"$50,000 under $75,000",440,120,280,60,230,990,270,0,0,0,0,0,50,180,27269,440,27605
98620,"$75,000 under $100,000",310,50,250,0,170,790,220,0,0,0,0,0,30,140,27120,310,27420
98620,"$100,000 under $200,000",280,30,250,0,160,730,200,0,0,0,0,0,0,120,36625,280,37245
98620,"$200,000 or more",40,0,30,0,30,90,20,0,0,0,0,0,0,30,13301,40,13301
98624,"$1 under $25,000",240,170,30,40,90,320,80,0,0,0,0,0,30,80,2996,240,3053
98624,"$25,000 under $50,000",170,70,70,30,90,350,110,0,0,0,0,0,30,60,5973,170,6133
98624,"$50,000 under $75,000",100,30,60,0,60,210,60,0,0,0,0,0,0,50,6257,100,6416
98624,"$75,000 under $100,000",40,20,30,0,20,80,0,0,0,0,0,0,0,20,3377,40,3377
98624,"$100,000 under $200,000",60,0,70,0,50,160,60,0,0,0,0,0,0,40,8236,60,8637
98624,"$200,000 or more",20,0,0,0,0,50,0,0,0,0,0,0,0,0,5670,20,5670
98625,"$1 under $25,000",890,620,140,110,250,1160,260,50,0,50,0,0,110,250,10976,890,11127
98625,"$25,000 under $50,000",620,280,220,110,220,1160,320,0,0,0,0,0,90,200,22583,620,22888
98625,"$50,000 under $75,000",490,140,290,40,210,1130,350,0,0,0,0,0,70,170,30255,490,30516
98625,"$75,000 under $100,000",410,80,300,30,160,1010,300,0,0,0,0,0,50,120,35481,410,35840
98625,"$100,000 under $200,000",530,50,480,0,260,1430,430,0,0,0,0,0,30,170,70172,530,70732
98625,"$200,000 or more",100,0,80,0,80,220,50,0,0,0,0,0,0,40,47235,100,48720
98626,"$1 under $25,000",4010,2490,610,860,1210,6350,2110,140,0,140,0,50,740,790,52080,4010,52643
98626,"$25,000 under $50,000",2600,1150,850,560,970,5480,2040,60,0,60,0,0,520,630,94280,2600,95117
98626,"$50,000 under $75,000",1580,470,910,180,630,3740,1240,40,0,40,0,0,260,470,97410,1580,98262
98626,"$75,000 under $100,000",980,150,770,60,420,2610,860,0,0,0,0,0,120,280,84990,980,85636
98626,"$100,000 under $200,000",1010,80,920,20,500,2900,960,0,0,0,0,0,80,290,131941,1010,133208
98626,"$200,000 or more",170,0,150,0,120,450,130,0,0,0,0,0,0,50,64506,170,65832
98628,"$1 under $25,000",80,50,30,20,40,140,40,0,0,0,0,0,20,20,870,80,870
98628,"$25,000 under $50,000",40,30,0,0,0,70,20,0,0,0,0,0,0,30,1300,40,1335
98628,"$50,000 under $75,000",30,0,30,0,20,60,30,0,0,0,0,0,0,0,1622,30,1622
98628,"$75,000 under $100,000",20,0,0,0,0,50,0,0,0,0,0,0,0,0,2022,20,2022
98628,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98628,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98629,"$1 under $25,000",1000,760,150,90,330,1140,250,30,0,30,0,0,80,240,11882,1000,12138
98629,"$25,000 under $50,000",720,370,250,80,300,1320,350,0,0,0,0,0,90,220,26418,720,26828
98629,"$50,000 under $75,000",580,150,350,60,270,1460,520,0,0,0,0,0,80,170,36217,580,36715
98629,"$75,000 under $100,000",510,60,430,30,250,1530,600,0,0,0,0,0,40,150,44426,510,45047
98629,"$100,000 under $200,000",810,60,760,0,420,2410,850,0,0,0,0,0,40,220,105855,810,107169
98629,"$200,000 or more",170,0,150,0,120,490,170,0,0,0,0,0,0,50,72481,170,73623
98631,"$1 under $25,000",650,430,130,90,220,940,210,0,0,0,0,0,80,230,8342,650,8474
98631,"$25,000 under $50,000",380,180,140,50,180,710,180,0,0,0,0,0,40,160,13545,380,13865
98631,"$50,000 under $75,000",220,80,120,30,120,430,90,0,0,0,0,0,30,120,13320,220,13543
98631,"$75,000 under $100,000",150,30,110,0,90,320,70,0,0,0,0,0,0,80,12677,150,12831
98631,"$100,000 under $200,000",140,20,120,0,100,340,90,0,0,0,0,0,0,100,18976,140,19881
98631,"$200,000 or more",30,0,30,0,30,70,0,0,0,0,0,0,0,0,11310,30,11310
98632,"$1 under $25,000",8010,5240,1180,1500,2430,12250,3870,400,0,400,0,70,1410,1850,102224,8010,103475
98632,"$25,000 under $50,000",5050,2360,1610,980,1830,10180,3530,170,0,170,0,30,950,1430,182349,5050,184168
98632,"$50,000 under $75,000",3060,1020,1660,340,1290,6810,2100,60,0,60,0,0,410,1070,187885,3060,189549
98632,"$75,000 under $100,000",2050,370,1530,140,960,5110,1530,30,0,30,0,0,210,720,177394,2050,178913
98632,"$100,000 under $200,000",2280,230,1970,70,1180,6080,1840,0,0,0,0,0,130,840,297249,2280,300423
98632,"$200,000 or more",420,40,370,0,320,1090,310,0,0,0,0,0,0,190,150158,420,153253
98635,"$1 under $25,000",250,160,70,20,100,390,90,30,0,30,0,0,30,90,3240,250,3325
98635,"$25,000 under $50,000",180,60,90,40,90,390,120,0,0,0,0,0,30,70,6654,180,6748
98635,"$50,000 under $75,000",120,30,80,0,60,270,70,0,0,0,0,0,20,60,7463,120,7616
98635,"$75,000 under $100,000",90,30,70,0,50,190,30,0,0,0,0,0,0,30,7397,90,7515
98635,"$100,000 under $200,000",100,0,100,0,70,240,70,0,0,0,0,0,0,60,12057,100,12481
98635,"$200,000 or more",20,0,0,0,0,40,0,0,0,0,0,0,0,0,6943,20,6943
98638,"$1 under $25,000",230,160,50,20,90,310,60,0,0,0,0,0,40,90,2877,230,2914
98638,"$25,000 under $50,000",170,70,70,30,80,340,100,0,0,0,0,0,30,60,6247,170,6378
98638,"$50,000 under $75,000",120,60,70,0,70,260,70,0,0,0,0,0,30,60,7561,120,7695
98638,"$75,000 under $100,000",80,0,70,0,40,200,50,0,0,0,0,0,0,30,6644,80,6644
98638,"$100,000 under $200,000",70,0,60,0,40,180,50,0,0,0,0,0,0,30,9425,70,9566
98638,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98640,"$1 under $25,000",840,510,230,90,330,1260,230,20,0,20,0,0,90,400,10928,840,11124
98640,"$25,000 under $50,000",490,220,220,50,210,880,180,0,0,0,0,0,60,270,17547,490,17763
98640,"$50,000 under $75,000",270,90,170,20,150,570,130,0,0,0,0,0,30,160,16903,270,17064
98640,"$75,000 under $100,000",140,30,110,0,90,280,40,0,0,0,0,0,0,110,12230,140,12467
98640,"$100,000 under $200,000",140,20,120,0,80,280,40,0,0,0,0,0,0,100,17503,140,17819
98640,"$200,000 or more",30,0,30,0,20,70,0,0,0,0,0,0,0,20,10979,30,10979
98642,"$1 under $25,000",2120,1590,310,200,740,2520,560,90,0,90,0,0,210,500,26075,2120,26557
98642,"$25,000 under $50,000",1440,730,440,240,630,2810,930,0,0,0,0,0,190,370,53108,1440,53981
98642,"$50,000 under $75,000",1210,390,680,120,590,2760,880,30,0,30,0,0,110,410,75058,1210,76341
98642,"$75,000 under $100,000",1010,180,770,40,500,2620,850,0,0,0,0,0,70,350,87940,1010,89196
98642,"$100,000 under $200,000",1850,160,1640,50,1030,5210,1720,0,0,0,0,0,90,590,251941,1850,255962
98642,"$200,000 or more",660,60,590,0,510,1920,670,0,0,0,0,0,0,210,369869,660,376534
98643,"$1 under $25,000",60,40,0,0,30,90,0,0,0,0,0,0,0,30,781,60,804
98643,"$25,000 under $50,000",30,30,40,0,30,60,40,0,0,0,0,0,0,30,1242,30,1242
98643,"$50,000 under $75,000",20,0,0,0,0,50,0,0,0,0,0,0,0,0,1434,20,1434
98643,"$75,000 under $100,000",40,0,30,0,20,100,30,0,0,0,0,0,0,20,4272,40,4272
98643,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98643,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98645,"$1 under $25,000",180,120,40,0,70,240,50,0,0,0,0,0,40,70,2081,180,2117
98645,"$25,000 under $50,000",110,50,50,50,50,230,70,0,0,0,0,0,0,30,4280,110,4280
98645,"$50,000 under $75,000",90,40,50,0,50,210,60,0,0,0,0,0,30,30,5625,90,5693
98645,"$75,000 under $100,000",70,0,60,0,40,170,50,0,0,0,0,0,0,30,6046,70,6046
98645,"$100,000 under $200,000",100,0,90,0,60,280,90,0,0,0,0,0,0,40,15882,100,16144
98645,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98647,"$1 under $25,000",60,60,0,0,30,120,40,0,0,0,0,0,0,0,718,60,718
98647,"$25,000 under $50,000",40,0,40,0,20,100,40,0,0,0,0,0,0,50,1481,40,1533
98647,"$50,000 under $75,000",30,0,20,0,30,70,30,0,0,0,0,0,0,0,1506,30,1506
98647,"$75,000 under $100,000",20,0,20,0,0,60,20,0,0,0,0,0,0,0,2188,20,2188
98647,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98647,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98648,"$1 under $25,000",450,320,60,70,190,580,130,0,0,0,0,0,60,110,5685,450,5769
98648,"$25,000 under $50,000",320,160,110,50,160,600,170,0,0,0,0,0,50,110,11486,320,11648
98648,"$50,000 under $75,000",200,70,120,30,110,420,100,0,0,0,0,0,40,80,12513,200,12653
98648,"$75,000 under $100,000",160,50,110,0,100,380,110,0,0,0,0,0,0,60,13494,160,13609
98648,"$100,000 under $200,000",180,0,160,0,100,480,150,0,0,0,0,0,0,80,23924,180,24313
98648,"$200,000 or more",30,0,30,0,30,90,30,0,0,0,0,0,0,0,11474,30,11474
98649,"$1 under $25,000",130,80,30,0,50,170,40,0,0,0,0,0,0,40,1638,130,1638
98649,"$25,000 under $50,000",100,40,50,40,60,200,60,0,0,0,0,0,40,40,3654,100,3733
98649,"$50,000 under $75,000",90,40,50,0,50,220,80,0,0,0,0,0,0,50,5471,90,5534
98649,"$75,000 under $100,000",70,0,60,0,30,170,50,0,0,0,0,0,0,0,5851,70,5851
98649,"$100,000 under $200,000",80,0,80,0,50,240,90,0,0,0,0,0,0,30,11660,80,11976
98649,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98650,"$1 under $25,000",160,110,40,20,60,240,60,0,0,0,0,0,30,50,1912,160,1999
98650,"$25,000 under $50,000",100,50,50,0,40,210,60,0,0,0,0,0,0,40,3628,100,3687
98650,"$50,000 under $75,000",80,20,50,0,40,180,60,0,0,0,0,0,0,30,4569,80,4678
98650,"$75,000 under $100,000",60,20,50,0,30,140,40,0,0,0,0,0,0,30,5085,60,5085
98650,"$100,000 under $200,000",60,0,50,0,40,150,50,0,0,0,0,0,0,40,7647,60,8099
98650,"$200,000 or more",30,0,20,0,20,60,0,0,0,0,0,0,0,0,12558,30,12558
98651,"$1 under $25,000",120,90,0,0,40,140,30,0,0,0,0,0,20,30,1366,120,1366
98651,"$25,000 under $50,000",80,40,40,30,30,140,40,0,0,0,0,0,0,30,2875,80,2946
98651,"$50,000 under $75,000",70,20,40,0,50,130,40,0,0,0,0,0,0,50,4237,70,4336
98651,"$75,000 under $100,000",30,30,20,0,0,80,0,0,0,0,0,0,0,0,2840,30,2840
98651,"$100,000 under $200,000",80,0,60,0,50,180,60,0,0,0,0,0,0,60,10488,80,10974
98651,"$200,000 or more",40,0,30,0,30,90,0,0,0,0,0,0,0,0,15370,40,15370
98660,"$1 under $25,000",1890,1340,190,340,580,2800,860,70,0,70,0,0,320,340,25096,1890,25607
98660,"$25,000 under $50,000",1520,900,350,230,470,2750,890,40,0,40,0,0,250,220,55142,1520,55940
98660,"$50,000 under $75,000",840,410,320,100,330,1590,430,20,0,20,0,0,90,170,51520,840,52541
98660,"$75,000 under $100,000",470,170,270,20,210,980,250,0,0,0,0,0,40,110,40321,470,41132
98660,"$100,000 under $200,000",560,140,380,40,300,1270,330,0,0,0,0,0,30,150,74340,560,75254
98660,"$200,000 or more",170,50,120,0,130,360,70,0,0,0,0,0,0,70,124185,170,125735
98661,"$1 under $25,000",7750,5010,930,1720,2560,12530,4450,300,0,300,0,40,1310,1250,106481,7750,107875
98661,"$25,000 under $50,000",6200,3170,1690,1250,2320,13090,5220,160,0,160,0,0,1020,910,223288,6200,225676
98661,"$50,000 under $75,000",2930,1170,1370,330,1290,6750,2450,60,0,60,0,0,380,650,178609,2930,180694
98661,"$75,000 under $100,000",1490,410,980,80,660,3510,1050,20,0,20,0,0,140,400,128122,1490,129691
98661,"$100,000 under $200,000",1530,260,1180,80,850,3730,1020,0,0,0,0,0,80,510,199565,1530,202189
98661,"$200,000 or more",430,100,320,0,350,930,170,0,0,0,0,0,0,230,407666,430,412484
98662,"$1 under $25,000",4910,3430,700,710,1780,6900,1930,150,0,150,0,0,660,1010,64552,4910,65560
98662,"$25,000 under $50,000",4230,2160,1250,730,1660,8560,3100,90,0,90,0,0,660,840,154553,4230,156429
98662,"$50,000 under $75,000",2750,930,1490,280,1230,6520,2290,50,0,50,0,0,310,670,169137,2750,171229
98662,"$75,000 under $100,000",1630,370,1160,90,770,4230,1450,0,0,0,0,0,160,430,140371,1630,141770
98662,"$100,000 under $200,000",1630,190,1380,70,830,4420,1410,0,0,0,0,0,100,460,211700,1630,214338
98662,"$200,000 or more",220,20,190,0,170,620,200,0,0,0,0,0,0,90,89101,220,90658
98663,"$1 under $25,000",2270,1590,230,420,690,3220,910,100,0,100,0,0,340,420,30310,2270,30839
98663,"$25,000 under $50,000",1970,1100,480,350,680,3740,1290,70,0,70,0,0,300,360,71993,1970,72884
98663,"$50,000 under $75,000",1130,470,530,120,510,2360,710,0,0,0,0,0,140,270,69194,1130,70082
98663,"$75,000 under $100,000",630,160,420,40,280,1450,410,0,0,0,0,0,50,190,54125,630,54727
98663,"$100,000 under $200,000",730,150,570,30,390,1830,530,0,0,0,0,0,40,210,96274,730,97427
98663,"$200,000 or more",110,0,90,0,80,280,70,0,0,0,0,0,0,40,47057,110,48064
98664,"$1 under $25,000",3660,2580,490,570,1330,5350,1640,140,0,140,0,0,490,790,48862,3660,49686
98664,"$25,000 under $50,000",3040,1610,780,590,1100,6080,2260,70,0,70,0,0,490,600,111184,3040,112547
98664,"$50,000 under $75,000",1790,750,820,190,820,3880,1260,40,0,40,0,0,170,480,110687,1790,111968
98664,"$75,000 under $100,000",1090,290,720,70,500,2510,690,0,0,0,0,0,90,350,94221,1090,95450
98664,"$100,000 under $200,000",1130,180,910,40,630,2750,710,0,0,0,0,0,60,420,150242,1130,151998
98664,"$200,000 or more",370,70,290,0,290,850,200,0,0,0,0,0,0,170,310271,370,315258
98665,"$1 under $25,000",4170,2930,510,670,1310,5890,1710,170,0,170,0,0,570,850,54804,4170,55690
98665,"$25,000 under $50,000",3260,1690,900,600,1280,6410,2260,80,0,80,0,0,510,670,119084,3260,120648
98665,"$50,000 under $75,000",1990,700,980,260,920,4490,1510,50,0,50,0,0,210,580,123102,1990,124760
98665,"$75,000 under $100,000",1310,310,910,90,620,3260,1050,0,0,0,0,0,110,380,113097,1310,114323
98665,"$100,000 under $200,000",1610,220,1320,70,840,4240,1310,0,0,0,0,0,90,490,211771,1610,214743
98665,"$200,000 or more",330,50,270,0,250,850,250,0,0,0,0,0,0,140,261043,330,263839
98671,"$1 under $25,000",2910,2060,420,410,960,3860,990,60,0,60,0,0,410,670,36544,2910,37193
98671,"$25,000 under $50,000",2100,1000,720,320,840,4060,1250,30,0,30,0,0,340,570,76872,2100,77839
98671,"$50,000 under $75,000",1570,510,860,170,700,3520,1090,0,0,0,0,0,160,470,98111,1570,99484
98671,"$75,000 under $100,000",1220,230,900,80,590,3140,1010,0,0,0,0,0,110,340,106300,1220,107349
98671,"$100,000 under $200,000",1970,170,1720,70,940,5530,1850,0,0,0,0,0,110,540,267133,1970,270317
98671,"$200,000 or more",500,50,440,0,340,1400,460,0,0,0,0,0,0,170,184255,500,188866
98672,"$1 under $25,000",910,610,150,140,400,1270,350,30,0,30,0,0,80,220,11568,910,11866
98672,"$25,000 under $50,000",710,320,230,140,340,1420,490,20,0,20,0,0,90,170,25778,710,26349
98672,"$50,000 under $75,000",450,160,260,40,220,990,280,0,0,0,0,0,40,130,27629,450,28206
98672,"$75,000 under $100,000",290,70,210,0,150,710,220,0,0,0,0,0,30,100,25470,290,25885
98672,"$100,000 under $200,000",450,70,360,20,260,1170,360,0,0,0,0,0,0,160,61293,450,62457
98672,"$200,000 or more",170,30,140,0,140,440,130,0,0,0,0,0,0,60,78987,170,80765
98674,"$1 under $25,000",1980,1310,350,300,700,2820,810,40,0,40,0,0,250,470,25106,1980,25626
98674,"$25,000 under $50,000",1350,600,470,260,510,2950,1140,30,0,30,0,0,180,300,48992,1350,49603
98674,"$50,000 under $75,000",920,270,550,90,430,2310,840,0,0,0,0,0,110,260,57174,920,57839
98674,"$75,000 under $100,000",700,110,560,50,350,1960,700,0,0,0,0,0,60,170,60790,700,61652
98674,"$100,000 under $200,000",830,100,730,0,440,2370,820,0,0,0,0,0,50,230,109062,830,110601
98674,"$200,000 or more",160,0,140,0,120,430,130,0,0,0,0,0,0,60,64994,160,67324
98675,"$1 under $25,000",630,470,90,70,220,720,170,0,0,0,0,0,70,110,7899,630,8031
98675,"$25,000 under $50,000",460,240,170,50,190,940,310,0,0,0,0,0,70,80,17209,460,17439
98675,"$50,000 under $75,000",440,110,290,30,250,1360,630,0,0,0,0,0,60,100,27235,440,27529
98675,"$75,000 under $100,000",330,30,280,20,190,1190,590,0,0,0,0,0,40,70,28149,330,28401
98675,"$100,000 under $200,000",370,30,340,0,220,1270,560,0,0,0,0,0,30,90,48452,370,49367
98675,"$200,000 or more",70,0,70,0,50,270,130,0,0,0,0,0,0,20,30116,70,31038
98682,"$1 under $25,000",8710,6060,1160,1380,2950,12300,3810,230,0,230,0,30,1190,1340,112837,8710,114683
98682,"$25,000 under $50,000",7030,3390,2070,1410,2830,14870,5790,140,0,140,0,0,1160,1120,257292,7030,260407
98682,"$50,000 under $75,000",4500,1450,2390,570,2020,11050,4170,40,0,40,0,0,580,950,277022,4500,280082
98682,"$75,000 under $100,000",3020,520,2270,210,1300,8340,3040,30,0,30,0,0,320,620,261784,3020,264268
98682,"$100,000 under $200,000",3170,270,2790,110,1570,9180,3220,0,0,0,0,0,200,640,414352,3170,418512
98682,"$200,000 or more",460,50,400,0,330,1270,420,0,0,0,0,0,0,130,226284,460,229423
98683,"$1 under $25,000",4440,3200,600,570,1510,5830,1500,160,20,140,0,0,510,1090,57183,4440,58391
98683,"$25,000 under $50,000",3620,1970,940,630,1390,6750,2220,80,0,80,0,0,540,880,133326,3620,135281
98683,"$50,000 under $75,000",2570,1080,1140,290,1150,5440,1730,30,0,30,0,0,250,840,159079,2570,161333
98683,"$75,000 under $100,000",1850,540,1140,140,840,4230,1250,30,0,30,0,0,150,680,160297,1850,162232
98683,"$100,000 under $200,000",2550,370,2060,100,1270,6670,2060,0,0,0,0,0,120,900,342237,2550,346352
98683,"$200,000 or more",710,110,590,0,490,1780,480,0,0,0,0,0,0,310,335139,710,340242
98684,"$1 under $25,000",4360,3100,570,640,1460,6000,1690,110,0,110,0,0,610,870,56825,4360,57780
98684,"$25,000 under $50,000",3630,1870,990,700,1390,7220,2620,70,0,70,0,0,620,650,131945,3630,133693
98684,"$50,000 under $75,000",2290,770,1170,300,1000,5420,1960,40,0,40,0,0,290,540,141145,2290,142799
98684,"$75,000 under $100,000",1450,310,1010,110,630,3720,1260,0,0,0,0,0,130,370,125240,1450,126777
98684,"$100,000 under $200,000",1680,210,1410,60,830,4550,1460,0,0,0,0,0,70,470,221344,1680,224049
98684,"$200,000 or more",290,40,240,0,200,720,200,0,0,0,0,0,0,100,125759,290,127047
98685,"$1 under $25,000",3620,2820,420,340,1130,4010,860,110,0,110,0,0,350,810,43219,3620,44178
98685,"$25,000 under $50,000",2380,1230,700,400,950,4440,1370,60,0,60,0,0,300,680,87621,2380,89039
98685,"$50,000 under $75,000",1770,620,890,230,830,3950,1290,30,0,30,0,0,180,620,110534,1770,112051
98685,"$75,000 under $100,000",1580,300,1150,110,720,4040,1310,20,0,20,0,0,110,540,137451,1580,139097
98685,"$100,000 under $200,000",2880,260,2490,110,1430,8240,2860,0,0,0,0,0,110,790,390713,2880,396109
98685,"$200,000 or more",920,50,840,20,640,2860,1090,0,0,0,0,0,0,260,432903,920,439791
98686,"$1 under $25,000",2540,1890,330,290,840,3170,800,70,0,70,0,0,300,510,31559,2540,32254
98686,"$25,000 under $50,000",1810,970,520,280,730,3330,1020,40,0,40,0,0,250,480,66583,1810,67714
98686,"$50,000 under $75,000",1360,520,660,160,610,2850,830,30,0,30,0,0,120,450,84661,1360,85887
98686,"$75,000 under $100,000",1040,220,750,50,540,2590,800,0,0,0,0,0,90,360,89930,1040,91154
98686,"$100,000 under $200,000",1670,180,1450,50,870,4570,1460,0,0,0,0,0,70,560,228883,1670,231659
98686,"$200,000 or more",460,40,410,0,310,1290,410,0,0,0,0,0,0,150,170112,460,172785
98801,"$1 under $25,000",7370,5040,820,1450,2930,10490,3480,160,0,160,0,0,730,1420,96291,7370,97389
98801,"$25,000 under $50,000",4750,2170,1450,1080,2060,10420,4240,90,0,90,0,0,600,1040,168511,4750,170242
98801,"$50,000 under $75,000",2610,860,1490,230,1250,6280,2190,30,0,30,0,0,230,780,159797,2610,161745
98801,"$75,000 under $100,000",1630,290,1260,80,830,4170,1280,0,0,0,0,0,110,590,141569,1630,143356
98801,"$100,000 under $200,000",2130,210,1850,60,1160,5870,1900,0,0,0,0,0,90,740,284595,2130,288670
98801,"$200,000 or more",640,50,570,0,490,1880,680,0,0,0,0,0,0,220,300664,640,308357
98802,"$1 under $25,000",4960,3350,650,910,1920,6870,2170,80,0,80,0,0,560,990,64081,4960,64855
98802,"$25,000 under $50,000",3410,1480,1090,770,1500,7330,2850,50,0,50,0,0,450,810,123016,3410,124309
98802,"$50,000 under $75,000",2070,590,1260,200,1010,5190,1870,30,0,30,0,0,190,640,127965,2070,129487
98802,"$75,000 under $100,000",1390,210,1100,70,670,3660,1170,0,0,0,0,0,130,460,119977,1390,121208
98802,"$100,000 under $200,000",1680,150,1480,50,930,4670,1520,0,0,0,0,0,100,550,219280,1680,221778
98802,"$200,000 or more",350,40,300,0,290,950,300,0,0,0,0,0,0,140,121314,350,124531
98812,"$1 under $25,000",1220,760,120,340,580,2070,830,0,0,0,0,0,100,170,17420,1220,17518
